Top 50 Sort By Count
Count     Total    Mean  Stddev     Min   P99.9     Max    2xx   3xx  4xx  5xx  TotalBytes   MinBytes  MeanBytes   MaxBytes  Request
 1675     3.179  0.0019  0.0043   0.000   0.037   0.037     60  1615    0    0       23460          0         14        391  GET /contestant/clarifications HTTP/2
 1284     3.870  0.0030  0.0041   0.000   0.028   0.033   1284     0    0    0      499476        389        389        389  GET / HTTP/2
   66     0.068  0.0010  0.0029   0.000   0.018   0.018      1    65    0    0         386          0          5        386  GET /admin/clarifications HTTP/2
    6     0.009  0.0015  0.0011   0.001   0.004   0.004      4     0    2    0         274          0         45        137  POST /api/login HTTP/2

Top 50 Sort By Maximum(100 Percentile)
Count     Total    Mean  Stddev     Min   P99.9     Max    2xx   3xx  4xx  5xx  TotalBytes   MinBytes  MeanBytes   MaxBytes  Request
 2399  1712.514  0.7138  1.0531   0.002  10.836  10.848   2399     0    0    0      109922          5         45         80  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
  349   137.848  0.3950  1.1500   0.001   8.818   8.818    347     0    2    0      151957         61        435        500  put /api/admin/clarifications/:id
 1677   943.318  0.5625  0.9202   0.002   5.931   5.976   1675     0    2    0     9317733          0       5556      11513  GET /api/contestant/clarifications HTTP/2
 4294   465.179  0.1083  0.1292   0.000   0.966   2.189   4285     0    9    0    15383365          0       3582       9599  GET /api/contestant/benchmark_jobs HTTP/2
  392    46.359  0.1183  0.1809   0.001   2.068   2.068    390     0    2    0      149952         61        382        426  POST /api/contestant/clarifications HTTP/2
23485  1326.880  0.0565  0.0965   0.000   1.067   1.954  23480     0    5    0         305          0          0         61  get /api/contestant/notifications?.*
 4353   776.124  0.1783  0.1583   0.001   1.612   1.918   4344     0    9    0   272091551         61      62506      98644  GET /api/contestant/dashboard HTTP/2
 3429   306.757  0.0895  0.1330   0.000   1.390   1.916   3429     0    0    0     1706158        123        497        572  GET /api/session HTTP/2
 1286   120.826  0.0940  0.1216   0.002   1.161   1.721   1284     0    2    0      355093         61        276        313  get /api/contestant/benchmark_jobs/:id
   69     5.952  0.0863  0.2481   0.001   1.595   1.595     67     0    2    0      820932          0      11897     168274  GET /api/admin/clarifications HTTP/2
 1319    53.293  0.0404  0.0597   0.002   0.457   1.358   1314     0    5    0       75709         54         57        127  POST /api/contestant/benchmark_jobs HTTP/2
 6150    57.520  0.0094  0.0236   0.001   0.270   0.397   6148     0    2    0         122          0          0         61  GET /api/contestant/notifications HTTP/2
38921   106.714  0.0027  0.0050   0.000   0.054   0.161  38921     0    0    0  1065287089         22      27370      39866  GET /api/audience/dashboard HTTP/2
   61     3.581  0.0587  0.0308   0.003   0.147   0.147     61     0    0    0       29618        430        485        511  GET /api/registration/session HTTP/2
 4596    34.403  0.0075  0.0185   0.000   0.120   0.144   4596     0    0    0   208551076       2473      45376     105858  get /packs/.*
  349    11.301  0.0324  0.0215   0.001   0.144   0.144    347     0    2    0      133513         61        382        426  get /api/admin/clarifications/:id
 4712    14.601  0.0031  0.0068   0.000   0.113   0.115   1472  3240    0    0     1692800          0        359       1150  GET /favicon.ico HTTP/2
   64     2.537  0.0396  0.0224   0.002   0.106   0.106     61     0    3    0         347          2          5         91  POST /api/registration/team HTTP/2
  189     2.297  0.0122  0.0113   0.001   0.096   0.096    188     0    1    0          77          0          0         77  POST /api/signup HTTP/2
    2     0.177  0.0885  0.0045   0.084   0.093   0.093      2     0    0    0          56         28         28         28  POST /initialize HTTP/2
  180     5.522  0.0307  0.0164   0.002   0.073   0.073    180     0    0    0           0          0          0          0  POST /api/contestant/push_subscriptions HTTP/2
  124     2.611  0.0211  0.0112   0.002   0.067   0.067    122     0    2    0         152          0          1         97  POST /api/registration/contestant HTTP/2
  188     2.223  0.0118  0.0121   0.000   0.041   0.041    187     1    0    0       72743          0        386        389  GET /signup HTTP/2
 1675     3.179  0.0019  0.0043   0.000   0.037   0.037     60  1615    0    0       23460          0         14        391  GET /contestant/clarifications HTTP/2
 1375     6.629  0.0048  0.0081   0.000   0.036   0.036    120  1255    0    0       46920          0         34        391  GET /contestant HTTP/2
  124     0.610  0.0049  0.0057   0.000   0.034   0.034    124     0    0    0       48236        389        389        389  get /registration?
 1284     3.870  0.0030  0.0041   0.000   0.028   0.033   1284     0    0    0      499476        389        389        389  GET / HTTP/2
   66     0.068  0.0010  0.0029   0.000   0.018   0.018      1    65    0    0         386          0          5        386  GET /admin/clarifications HTTP/2
    6     0.009  0.0015  0.0011   0.001   0.004   0.004      4     0    2    0         274          0         45        137  POST /api/login HTTP/2

TOP 37 Slow Requests
 1  10.848  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 2  10.836  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 3  10.836  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 4  10.103  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 5   9.483  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 6   9.002  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 7   8.818  PUT /api/admin/clarifications/318 HTTP/2
 8   8.749  PUT /api/admin/clarifications/336 HTTP/2
 9   8.598  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
10   8.334  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
11   8.226  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
12   7.977  PUT /api/admin/clarifications/275 HTTP/2
13   7.930  PUT /api/admin/clarifications/292 HTTP/2
14   7.784  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
15   7.698  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
16   7.694  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
17   7.489  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
18   6.887  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
19   6.407  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
20   6.405  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
21   6.404  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
22   6.402  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
23   5.976  GET /api/contestant/clarifications HTTP/2
24   5.954  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
25   5.943  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
26   5.931  GET /api/contestant/clarifications HTTP/2
27   5.814  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
28   5.675  GET /api/contestant/clarifications HTTP/2
29   5.659  GET /api/contestant/clarifications HTTP/2
30   5.499  GET /api/contestant/clarifications HTTP/2
31   5.492  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
32   5.480  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
33   5.479  GET /api/contestant/clarifications HTTP/2
34   5.394  GET /api/contestant/clarifications HTTP/2
35   5.359  PUT /api/admin/clarifications/256 HTTP/2
36   5.316  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
37   5.310  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
