Top 50 Sort By Count
Count    Total    Mean  Stddev    Min  P99.9    Max    2xx   3xx  4xx  5xx  TotalBytes   MinBytes  MeanBytes   MaxBytes  Request
 1469   21.975  0.0150  0.0126  0.002  0.112  0.148   1467     0    2    0    19243739          0      13099      28102  GET /api/contestant/benchmark_jobs HTTP/2
  203   19.889  0.0980  0.1102  0.001  0.528  0.528    201     0    2    0     3372992          0      16615      52239  GET /api/admin/clarifications HTTP/2
  973   15.670  0.0161  0.0109  0.002  0.072  0.072    968     0    5    0       55975         55         57        127  POST /api/contestant/benchmark_jobs HTTP/2
 1512   14.102  0.0093  0.0087  0.000  0.078  0.090   1512     0    0    0      565051         34        373        476  GET /api/session HTTP/2
  266   11.615  0.0437  0.0348  0.003  0.211  0.211    264     0    2    0     1114894          0       4191       9328  GET /api/contestant/clarifications HTTP/2
 3039    8.531  0.0028  0.0041  0.000  0.031  0.036   3039     0    0    0   141519698       2473      46567     105858  get /packs/.*
 2468    7.412  0.0030  0.0044  0.000  0.031  0.033   1003  1465    0    0     1153450          0        467       1150  GET /favicon.ico HTTP/2
  959    6.654  0.0069  0.0068  0.001  0.057  0.057    957     0    2    0      264509         61        275        311  get /api/contestant/benchmark_jobs/:id
 1031    5.005  0.0049  0.0051  0.002  0.038  0.038   1029     0    2    0         778          0          0         61  GET /api/contestant/notifications HTTP/2
  977    3.323  0.0034  0.0049  0.000  0.047  0.047     20   957    0    0        5060          0          5        253  GET /contestant HTTP/2
  122    2.896  0.0237  0.0147  0.001  0.092  0.092    120     0    2    0       51683         61        423        491  put /api/admin/clarifications/:id
  957    1.945  0.0020  0.0035  0.000  0.029  0.029    957     0    0    0      242121        253        253        253  GET / HTTP/2
  124    1.767  0.0142  0.0084  0.002  0.039  0.039    122     0    2    0       46089         61        371        421  POST /api/contestant/clarifications HTTP/2
  122    1.431  0.0117  0.0068  0.003  0.041  0.041    120     0    2    0       45411         61        372        421  get /api/admin/clarifications/:id
  264    1.092  0.0041  0.0049  0.000  0.039  0.039     10   254    0    0        2530          0          9        253  GET /contestant/clarifications HTTP/2
   22    0.639  0.0290  0.0112  0.002  0.059  0.059     11     0   11    0         783          2         35         91  POST /api/registration/team HTTP/2
   47    0.422  0.0090  0.0086  0.001  0.026  0.026     46     0    1    0          77          0          1         77  POST /api/signup HTTP/2
   24    0.341  0.0142  0.0100  0.003  0.039  0.039     22     0    2    0         152          0          6         97  POST /api/registration/contestant HTTP/2
  200    0.335  0.0017  0.0034  0.000  0.024  0.024      1   199    0    0         252          0          1        252  GET /admin/clarifications HTTP/2
   11    0.327  0.0297  0.0122  0.003  0.053  0.053     11     0    0    0        5301        437        481        507  GET /api/registration/session HTTP/2
   46    0.269  0.0058  0.0045  0.000  0.017  0.017     45     1    0    0       11385          0        247        253  GET /signup HTTP/2
    2    0.175  0.0875  0.0005  0.087  0.088  0.088      2     0    0    0          56         28         28         28  POST /initialize HTTP/2
   24    0.095  0.0040  0.0029  0.000  0.012  0.012     24     0    0    0        6072        253        253        253  get /registration?
    6    0.007  0.0012  0.0004  0.001  0.002  0.002      4     0    2    0         274          0         45        137  POST /api/login HTTP/2

Top 50 Sort By Mean
Count    Total    Mean  Stddev    Min  P99.9    Max    2xx   3xx  4xx  5xx  TotalBytes   MinBytes  MeanBytes   MaxBytes  Request
 2144  563.993  0.2631  0.2273  0.001  0.550  0.570   2144     0    0    0       82864          5         38         80  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
  203   19.889  0.0980  0.1102  0.001  0.528  0.528    201     0    2    0     3372992          0      16615      52239  GET /api/admin/clarifications HTTP/2
    2    0.175  0.0875  0.0005  0.087  0.088  0.088      2     0    0    0          56         28         28         28  POST /initialize HTTP/2
  266   11.615  0.0437  0.0348  0.003  0.211  0.211    264     0    2    0     1114894          0       4191       9328  GET /api/contestant/clarifications HTTP/2
 1479   55.393  0.0375  0.0273  0.003  0.172  0.190   1477     0    2    0    47586789         61      32174      65512  GET /api/contestant/dashboard HTTP/2
   11    0.327  0.0297  0.0122  0.003  0.053  0.053     11     0    0    0        5301        437        481        507  GET /api/registration/session HTTP/2
   22    0.639  0.0290  0.0112  0.002  0.059  0.059     11     0   11    0         783          2         35         91  POST /api/registration/team HTTP/2
  122    2.896  0.0237  0.0147  0.001  0.092  0.092    120     0    2    0       51683         61        423        491  put /api/admin/clarifications/:id
  973   15.670  0.0161  0.0109  0.002  0.072  0.072    968     0    5    0       55975         55         57        127  POST /api/contestant/benchmark_jobs HTTP/2
 1469   21.975  0.0150  0.0126  0.002  0.112  0.148   1467     0    2    0    19243739          0      13099      28102  GET /api/contestant/benchmark_jobs HTTP/2
  124    1.767  0.0142  0.0084  0.002  0.039  0.039    122     0    2    0       46089         61        371        421  POST /api/contestant/clarifications HTTP/2
   24    0.341  0.0142  0.0100  0.003  0.039  0.039     22     0    2    0         152          0          6         97  POST /api/registration/contestant HTTP/2
 4631   64.516  0.0139  0.0138  0.002  0.120  0.176   4631     0    0    0       88409          0         19         74  get /api/contestant/notifications?.*
  122    1.431  0.0117  0.0068  0.003  0.041  0.041    120     0    2    0       45411         61        372        421  get /api/admin/clarifications/:id
 1512   14.102  0.0093  0.0087  0.000  0.078  0.090   1512     0    0    0      565051         34        373        476  GET /api/session HTTP/2
   47    0.422  0.0090  0.0086  0.001  0.026  0.026     46     0    1    0          77          0          1         77  POST /api/signup HTTP/2
  959    6.654  0.0069  0.0068  0.001  0.057  0.057    957     0    2    0      264509         61        275        311  get /api/contestant/benchmark_jobs/:id
   46    0.269  0.0058  0.0045  0.000  0.017  0.017     45     1    0    0       11385          0        247        253  GET /signup HTTP/2
 1031    5.005  0.0049  0.0051  0.002  0.038  0.038   1029     0    2    0         778          0          0         61  GET /api/contestant/notifications HTTP/2
  264    1.092  0.0041  0.0049  0.000  0.039  0.039     10   254    0    0        2530          0          9        253  GET /contestant/clarifications HTTP/2
   24    0.095  0.0040  0.0029  0.000  0.012  0.012     24     0    0    0        6072        253        253        253  get /registration?
  977    3.323  0.0034  0.0049  0.000  0.047  0.047     20   957    0    0        5060          0          5        253  GET /contestant HTTP/2
23468   74.319  0.0032  0.0052  0.000  0.034  0.044  23468     0    0    0   939681714          2      40040      65512  GET /api/audience/dashboard HTTP/2
 2468    7.412  0.0030  0.0044  0.000  0.031  0.033   1003  1465    0    0     1153450          0        467       1150  GET /favicon.ico HTTP/2
 3039    8.531  0.0028  0.0041  0.000  0.031  0.036   3039     0    0    0   141519698       2473      46567     105858  get /packs/.*
  957    1.945  0.0020  0.0035  0.000  0.029  0.029    957     0    0    0      242121        253        253        253  GET / HTTP/2
  200    0.335  0.0017  0.0034  0.000  0.024  0.024      1   199    0    0         252          0          1        252  GET /admin/clarifications HTTP/2
    6    0.007  0.0012  0.0004  0.001  0.002  0.002      4     0    2    0         274          0         45        137  POST /api/login HTTP/2

Top 50 Sort By Standard Deviation
Count    Total    Mean  Stddev    Min  P99.9    Max    2xx   3xx  4xx  5xx  TotalBytes   MinBytes  MeanBytes   MaxBytes  Request
 2144  563.993  0.2631  0.2273  0.001  0.550  0.570   2144     0    0    0       82864          5         38         80  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
  203   19.889  0.0980  0.1102  0.001  0.528  0.528    201     0    2    0     3372992          0      16615      52239  GET /api/admin/clarifications HTTP/2
  266   11.615  0.0437  0.0348  0.003  0.211  0.211    264     0    2    0     1114894          0       4191       9328  GET /api/contestant/clarifications HTTP/2
 1479   55.393  0.0375  0.0273  0.003  0.172  0.190   1477     0    2    0    47586789         61      32174      65512  GET /api/contestant/dashboard HTTP/2
  122    2.896  0.0237  0.0147  0.001  0.092  0.092    120     0    2    0       51683         61        423        491  put /api/admin/clarifications/:id
 4631   64.516  0.0139  0.0138  0.002  0.120  0.176   4631     0    0    0       88409          0         19         74  get /api/contestant/notifications?.*
 1469   21.975  0.0150  0.0126  0.002  0.112  0.148   1467     0    2    0    19243739          0      13099      28102  GET /api/contestant/benchmark_jobs HTTP/2
   11    0.327  0.0297  0.0122  0.003  0.053  0.053     11     0    0    0        5301        437        481        507  GET /api/registration/session HTTP/2
   22    0.639  0.0290  0.0112  0.002  0.059  0.059     11     0   11    0         783          2         35         91  POST /api/registration/team HTTP/2
  973   15.670  0.0161  0.0109  0.002  0.072  0.072    968     0    5    0       55975         55         57        127  POST /api/contestant/benchmark_jobs HTTP/2
   24    0.341  0.0142  0.0100  0.003  0.039  0.039     22     0    2    0         152          0          6         97  POST /api/registration/contestant HTTP/2
 1512   14.102  0.0093  0.0087  0.000  0.078  0.090   1512     0    0    0      565051         34        373        476  GET /api/session HTTP/2
   47    0.422  0.0090  0.0086  0.001  0.026  0.026     46     0    1    0          77          0          1         77  POST /api/signup HTTP/2
  124    1.767  0.0142  0.0084  0.002  0.039  0.039    122     0    2    0       46089         61        371        421  POST /api/contestant/clarifications HTTP/2
  959    6.654  0.0069  0.0068  0.001  0.057  0.057    957     0    2    0      264509         61        275        311  get /api/contestant/benchmark_jobs/:id
  122    1.431  0.0117  0.0068  0.003  0.041  0.041    120     0    2    0       45411         61        372        421  get /api/admin/clarifications/:id
23468   74.319  0.0032  0.0052  0.000  0.034  0.044  23468     0    0    0   939681714          2      40040      65512  GET /api/audience/dashboard HTTP/2
 1031    5.005  0.0049  0.0051  0.002  0.038  0.038   1029     0    2    0         778          0          0         61  GET /api/contestant/notifications HTTP/2
  977    3.323  0.0034  0.0049  0.000  0.047  0.047     20   957    0    0        5060          0          5        253  GET /contestant HTTP/2
  264    1.092  0.0041  0.0049  0.000  0.039  0.039     10   254    0    0        2530          0          9        253  GET /contestant/clarifications HTTP/2
   46    0.269  0.0058  0.0045  0.000  0.017  0.017     45     1    0    0       11385          0        247        253  GET /signup HTTP/2
 2468    7.412  0.0030  0.0044  0.000  0.031  0.033   1003  1465    0    0     1153450          0        467       1150  GET /favicon.ico HTTP/2
 3039    8.531  0.0028  0.0041  0.000  0.031  0.036   3039     0    0    0   141519698       2473      46567     105858  get /packs/.*
  957    1.945  0.0020  0.0035  0.000  0.029  0.029    957     0    0    0      242121        253        253        253  GET / HTTP/2
  200    0.335  0.0017  0.0034  0.000  0.024  0.024      1   199    0    0         252          0          1        252  GET /admin/clarifications HTTP/2
   24    0.095  0.0040  0.0029  0.000  0.012  0.012     24     0    0    0        6072        253        253        253  get /registration?
    2    0.175  0.0875  0.0005  0.087  0.088  0.088      2     0    0    0          56         28         28         28  POST /initialize HTTP/2
    6    0.007  0.0012  0.0004  0.001  0.002  0.002      4     0    2    0         274          0         45        137  POST /api/login HTTP/2

Top 50 Sort By Maximum(100 Percentile)
Count    Total    Mean  Stddev    Min  P99.9    Max    2xx   3xx  4xx  5xx  TotalBytes   MinBytes  MeanBytes   MaxBytes  Request
 2144  563.993  0.2631  0.2273  0.001  0.550  0.570   2144     0    0    0       82864          5         38         80  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
  203   19.889  0.0980  0.1102  0.001  0.528  0.528    201     0    2    0     3372992          0      16615      52239  GET /api/admin/clarifications HTTP/2
  266   11.615  0.0437  0.0348  0.003  0.211  0.211    264     0    2    0     1114894          0       4191       9328  GET /api/contestant/clarifications HTTP/2
 1479   55.393  0.0375  0.0273  0.003  0.172  0.190   1477     0    2    0    47586789         61      32174      65512  GET /api/contestant/dashboard HTTP/2
 4631   64.516  0.0139  0.0138  0.002  0.120  0.176   4631     0    0    0       88409          0         19         74  get /api/contestant/notifications?.*
 1469   21.975  0.0150  0.0126  0.002  0.112  0.148   1467     0    2    0    19243739          0      13099      28102  GET /api/contestant/benchmark_jobs HTTP/2
  122    2.896  0.0237  0.0147  0.001  0.092  0.092    120     0    2    0       51683         61        423        491  put /api/admin/clarifications/:id
 1512   14.102  0.0093  0.0087  0.000  0.078  0.090   1512     0    0    0      565051         34        373        476  GET /api/session HTTP/2
    2    0.175  0.0875  0.0005  0.087  0.088  0.088      2     0    0    0          56         28         28         28  POST /initialize HTTP/2
  973   15.670  0.0161  0.0109  0.002  0.072  0.072    968     0    5    0       55975         55         57        127  POST /api/contestant/benchmark_jobs HTTP/2
   22    0.639  0.0290  0.0112  0.002  0.059  0.059     11     0   11    0         783          2         35         91  POST /api/registration/team HTTP/2
  959    6.654  0.0069  0.0068  0.001  0.057  0.057    957     0    2    0      264509         61        275        311  get /api/contestant/benchmark_jobs/:id
   11    0.327  0.0297  0.0122  0.003  0.053  0.053     11     0    0    0        5301        437        481        507  GET /api/registration/session HTTP/2
  977    3.323  0.0034  0.0049  0.000  0.047  0.047     20   957    0    0        5060          0          5        253  GET /contestant HTTP/2
23468   74.319  0.0032  0.0052  0.000  0.034  0.044  23468     0    0    0   939681714          2      40040      65512  GET /api/audience/dashboard HTTP/2
  122    1.431  0.0117  0.0068  0.003  0.041  0.041    120     0    2    0       45411         61        372        421  get /api/admin/clarifications/:id
   24    0.341  0.0142  0.0100  0.003  0.039  0.039     22     0    2    0         152          0          6         97  POST /api/registration/contestant HTTP/2
  124    1.767  0.0142  0.0084  0.002  0.039  0.039    122     0    2    0       46089         61        371        421  POST /api/contestant/clarifications HTTP/2
  264    1.092  0.0041  0.0049  0.000  0.039  0.039     10   254    0    0        2530          0          9        253  GET /contestant/clarifications HTTP/2
 1031    5.005  0.0049  0.0051  0.002  0.038  0.038   1029     0    2    0         778          0          0         61  GET /api/contestant/notifications HTTP/2
 3039    8.531  0.0028  0.0041  0.000  0.031  0.036   3039     0    0    0   141519698       2473      46567     105858  get /packs/.*
 2468    7.412  0.0030  0.0044  0.000  0.031  0.033   1003  1465    0    0     1153450          0        467       1150  GET /favicon.ico HTTP/2
  957    1.945  0.0020  0.0035  0.000  0.029  0.029    957     0    0    0      242121        253        253        253  GET / HTTP/2
   47    0.422  0.0090  0.0086  0.001  0.026  0.026     46     0    1    0          77          0          1         77  POST /api/signup HTTP/2
  200    0.335  0.0017  0.0034  0.000  0.024  0.024      1   199    0    0         252          0          1        252  GET /admin/clarifications HTTP/2
   46    0.269  0.0058  0.0045  0.000  0.017  0.017     45     1    0    0       11385          0        247        253  GET /signup HTTP/2
   24    0.095  0.0040  0.0029  0.000  0.012  0.012     24     0    0    0        6072        253        253        253  get /registration?
    6    0.007  0.0012  0.0004  0.001  0.002  0.002      4     0    2    0         274          0         45        137  POST /api/login HTTP/2

TOP 37 Slow Requests
 1  0.570  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 2  0.551  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 3  0.550  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 4  0.547  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 5  0.543  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 6  0.543  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 7  0.543  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 8  0.541  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
 9  0.537  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
10  0.535  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
11  0.534  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
12  0.534  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
13  0.534  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
14  0.534  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
15  0.533  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
16  0.530  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
17  0.528  GET /api/admin/clarifications HTTP/2
18  0.528  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
19  0.528  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
20  0.527  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
21  0.527  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
22  0.525  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
23  0.524  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
24  0.524  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
25  0.524  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
26  0.522  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
27  0.522  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
28  0.522  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
29  0.521  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
30  0.521  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
31  0.518  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
32  0.518  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
33  0.518  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
34  0.518  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
35  0.517  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
36  0.516  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
37  0.515  POST /xsuportal.proto.services.bench.BenchmarkQueue/ReceiveBenchmarkJob HTTP/2
